customerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Segment,Churn,Contract
5232-NXPAY,28,48,3591.29,2,4,4,At Risk,No,Two year
5233-AOZUF,17,29,2197.38,4,3,4,Needs Attention,No,Month-to-month
5233-GEEAX,51,7,200.37,2,2,1,Hibernating,Yes,Month-to-month
5236-PERKL,64,59,6647.64,2,4,5,At Risk,Yes,Two year
5236-XMZJY,11,44,2619.47,5,4,4,Champions,No,Month-to-month
5240-CAOYT,19,56,4865.33,4,4,5,Champions,No,Month-to-month
5240-IJOQT,98,2,143.3,1,1,1,Hibernating,Yes,Month-to-month
5242-UOWHD,10,46,930.91,5,4,2,Loyal Customers,No,Two year
5243-SAOTC,24,53,4235.3,3,4,4,Needs Attention,No,Month-to-month
5244-IRFIH,141,32,2999.46,1,3,4,At Risk,Yes,Month-to-month
5245-VDBUR,22,53,1879.3700000000001,3,4,3,Loyal Customers,No,One year
5248-KWLAR,25,73,6582.84,3,5,5,Needs Attention,No,Two year
5248-RPYWW,9,71,6377.5,5,5,5,Champions,No,Two year
5248-YGIJN,17,71,6341.37,4,5,5,Champions,No,Two year
5249-QYHEX,8,41,1027.02,5,4,3,Loyal Customers,No,Two year
5256-SKJGO,18,64,3468.95,4,5,4,Champions,No,Two year
5260-UMPWX,19,25,508.09,4,3,2,Potential Loyalists,No,Month-to-month
5261-QSHQM,154,6,147.38,1,1,1,Hibernating,Yes,Month-to-month
5266-PFRQK,27,53,1108.76,3,4,3,Loyal Customers,No,One year
5268-DSMNQ,7,62,6034.11,5,5,5,Champions,No,One year
5269-NRGDP,17,43,3173.39,4,4,4,Champions,No,One year
5271-DBYSJ,20,12,919.78,3,2,2,Needs Attention,No,Month-to-month
5271-YNWVR,126,69,7809.84,1,5,5,At Risk,Yes,Two year
5274-XHAKY,13,41,3925.8,4,4,4,Champions,No,Month-to-month
5275-PMFUT,30,73,4765.21,2,5,5,At Risk,No,Two year
5275-SQEIZ,124,2,165.98000000000002,1,1,1,Hibernating,Yes,Month-to-month
5276-KQWHG,90,4,271.39,1,1,1,Hibernating,Yes,Month-to-month
5277-ZLOOR,107,2,169.08999999999997,1,1,1,Hibernating,Yes,Month-to-month
5278-PNYOX,18,50,5035.06,4,4,5,Champions,No,Two year
5281-BUZGT,149,36,3228.6,1,3,4,At Risk,Yes,Month-to-month
5285-MVEHD,24,56,5910.39,3,4,5,Needs Attention,No,One year
5286-YHCVC,19,71,7411.0,4,5,5,Champions,No,Two year
5287-QWLKY,170,73,7723.29,1,5,5,At Risk,Yes,Month-to-month
5288-AHOUP,3,12,939.9,5,2,2,Potential Loyalists,No,Month-to-month
5293-WXJAK,71,12,1226.67,1,2,3,Needs Attention,Yes,Month-to-month
5294-CDGWY,57,50,2980.27,2,4,4,At Risk,Yes,One year
5294-DMSFH,16,31,2702.57,4,3,4,Needs Attention,No,Month-to-month
5294-IMHHT,28,53,5214.12,2,4,5,At Risk,No,One year
5295-PCJOO,148,3,146.57,1,1,1,Hibernating,Yes,Month-to-month
5296-BFCYD,8,45,896.28,5,4,2,Loyal Customers,No,Two year
5296-PSYVW,27,72,1779.84,3,5,3,Loyal Customers,No,Two year
5297-MDOIR,2,64,5181.26,5,5,5,Champions,No,One year
5298-GSTLM,27,61,6199.04,3,5,5,Needs Attention,No,One year
5299-RULOA,155,11,1119.04,1,2,3,Needs Attention,Yes,Month-to-month
5299-SJCZT,77,2,203.28,1,1,1,Hibernating,Yes,Month-to-month
5301-GAUUY,142,31,2472.7,1,3,4,At Risk,Yes,Month-to-month
5302-BDJNT,25,37,3509.0,3,3,4,Needs Attention,No,Month-to-month
5304-EFJLP,21,74,8242.09,3,5,5,Needs Attention,No,Two year
5306-BVTKJ,5,47,2598.52,5,4,4,Champions,No,One year
5307-DZCVC,56,31,2653.2400000000002,2,3,4,At Risk,Yes,Month-to-month
5307-UVGNB,4,52,2549.8,5,4,4,Champions,No,Month-to-month
5309-TAIKL,10,9,554.46,5,2,2,Potential Loyalists,No,Month-to-month
5310-NOOVA,25,46,914.04,3,4,2,Loyal Customers,No,Two year
5311-IHLEI,12,13,674.1,4,2,2,Potential Loyalists,No,Month-to-month
5312-IRCFR,9,65,6003.35,5,5,5,Champions,No,One year
5312-TSZVC,9,14,273.88,5,2,1,Potential Loyalists,No,One year
5312-UXESG,19,41,3987.91,4,4,4,Champions,No,Month-to-month
5313-FPXWG,11,52,1267.77,5,4,3,Loyal Customers,No,One year
5315-CKEQK,18,29,1471.08,4,3,3,Potential Loyalists,No,One year
5317-FLPJF,28,65,3988.5,2,5,4,At Risk,No,Two year
5318-IXUZF,140,2,167.44,1,1,1,Hibernating,Yes,Month-to-month
5318-YKDPV,4,43,3395.42,5,4,4,Champions,No,Two year
5320-BRKGK,34,58,4334.97,2,4,4,At Risk,No,Two year
5321-NTRKC,12,67,5329.86,4,5,5,Champions,No,Two year
5322-TEUJK,4,70,8070.95,5,5,5,Champions,No,Two year
5322-ZSMZY,31,30,772.02,2,3,2,Needs Attention,No,Two year
5324-KTGCG,10,71,1466.78,5,5,3,Loyal Customers,No,One year
5325-UWTWJ,11,33,2990.02,5,3,4,Needs Attention,No,Month-to-month
5327-CNLUQ,13,48,4688.2,4,4,5,Champions,No,Two year
5327-XOKKY,29,73,5349.16,2,5,5,At Risk,No,Two year
5329-KRDTM,14,73,5643.21,4,5,5,Champions,No,Two year
5331-RGMTT,9,53,5235.36,5,4,5,Champions,No,Month-to-month
5334-AFQJB,6,74,1864.6299999999999,5,5,3,Loyal Customers,No,Two year
5334-JLAXU,23,62,5828.26,3,5,5,Needs Attention,No,Month-to-month
5336-UFNZP,8,67,7247.46,5,5,5,Champions,No,One year
5337-IIWKZ,23,33,1500.58,3,3,3,Loyal Customers,No,Month-to-month
5338-YHWYT,17,36,2218.98,4,3,4,Needs Attention,No,Two year
5339-PXDVH,14,6,539.98,4,1,2,Potential Loyalists,No,Month-to-month
5339-TJFEK,28,61,6439.18,2,5,5,At Risk,No,Month-to-month
5343-SGUBI,22,51,4013.19,3,4,4,Needs Attention,No,One year
5345-BMKWB,3,8,161.19,5,2,1,Potential Loyalists,No,Month-to-month
5346-BZCHP,8,68,1299.64,5,5,3,Loyal Customers,No,Two year
5348-CAGXB,7,12,1074.01,5,2,3,Potential Loyalists,No,Month-to-month
5349-AZPEW,6,6,145.05,5,1,1,Potential Loyalists,No,Month-to-month
5349-IECLD,44,3,282.98,2,1,1,Hibernating,Yes,Month-to-month
5351-QESIO,21,1,25.08,3,1,1,Needs Attention,No,Month-to-month
5353-WILCI,32,27,1507.24,2,3,3,At Risk,No,Month-to-month
5356-CSVSQ,22,4,258.44,3,1,1,Needs Attention,No,Month-to-month
5356-KZCKT,23,59,1445.43,3,4,3,Loyal Customers,No,Two year
5356-RHIPP,170,1,18.91,1,1,1,Hibernating,Yes,Month-to-month
5357-TZHPP,63,11,932.94,2,2,2,Hibernating,Yes,Month-to-month
5360-LJCNJ,19,73,7665.53,4,5,5,Champions,No,Two year
5360-XGYAZ,20,74,4797.63,3,5,5,Needs Attention,No,Two year
5364-EVNIB,116,14,1096.59,1,2,3,Needs Attention,Yes,Month-to-month
5364-XYIRR,66,52,4936.98,2,4,5,At Risk,Yes,Month-to-month
5365-LLFYV,30,4,176.44,2,1,1,Hibernating,No,Month-to-month
5366-IJEQJ,162,21,1877.44,1,3,3,At Risk,Yes,Month-to-month
5366-OBVMR,23,20,1007.4,3,3,3,Loyal Customers,No,Month-to-month
5370-IIVVL,27,38,3957.84,3,3,4,Needs Attention,No,One year
5371-VYLSX,18,51,4266.37,4,4,4,Champions,No,Month-to-month
5372-FBKBN,34,21,442.01,2,3,2,Needs Attention,No,Month-to-month
5373-SFODM,127,38,3251.46,1,3,4,At Risk,Yes,Month-to-month
5375-XLDOF,21,69,7943.47,3,5,5,Needs Attention,No,Two year
5376-DEQCP,180,2,140.48000000000002,1,1,1,Hibernating,Yes,Month-to-month
5376-PCKNB,32,71,7354.41,2,5,5,At Risk,No,One year
5377-NDTOU,20,72,6554.26,3,5,5,Needs Attention,No,Two year
5378-IKEEG,160,1,34.41,1,1,1,Hibernating,Yes,Month-to-month
5380-AFSSK,177,5,476.62,1,1,2,Hibernating,Yes,Month-to-month
5380-WJKOV,162,35,3689.4,1,3,4,At Risk,Yes,Month-to-month
5380-XPJNZ,31,40,801.3199999999999,2,3,2,Needs Attention,No,One year
5382-SOYZL,29,23,2195.63,2,3,4,At Risk,No,Month-to-month
5382-TEMLV,11,44,2245.72,5,4,4,Champions,No,Month-to-month
5383-MMTWC,54,8,692.12,2,2,2,Hibernating,Yes,Month-to-month
5384-ZTTWP,15,16,308.27,4,2,2,Potential Loyalists,No,Month-to-month
5385-SUIRI,135,54,5606.71,1,4,5,At Risk,Yes,Month-to-month
5386-THSLQ,19,66,3031.55,4,5,4,Champions,No,One year
5387-ASZNZ,34,67,4295.8,2,5,4,At Risk,No,One year
5389-FFVKB,38,32,2583.28,2,3,4,At Risk,Yes,Month-to-month
5392-AKEMH,15,12,540.01,4,2,2,Potential Loyalists,No,Month-to-month
5393-HJZSM,32,31,2350.75,2,3,4,At Risk,No,Month-to-month
5393-RXQSZ,87,1,80.87,1,1,1,Hibernating,Yes,Month-to-month
5394-MEITZ,30,60,4815.95,2,4,5,At Risk,No,Two year
5394-SVGJV,112,38,3776.18,1,3,4,At Risk,Yes,Month-to-month
5396-IZEPB,28,9,172.6,2,2,1,Hibernating,No,Month-to-month
5397-NSKQG,7,66,3356.11,5,5,4,Champions,No,Two year
5397-TUPSH,31,66,4662.96,2,5,5,At Risk,No,One year
5399-ZIMKF,14,6,456.73,4,1,2,Potential Loyalists,No,Month-to-month
5402-HTOTQ,27,15,838.0,3,2,2,Needs Attention,No,Month-to-month
5404-GGUKR,32,7,359.08,2,2,2,Hibernating,No,Month-to-month
5405-ZMYXQ,15,7,528.1,4,2,2,Potential Loyalists,No,Month-to-month
5406-KGRMX,6,73,1793.37,5,5,3,Loyal Customers,No,Two year
5414-OFQCB,18,57,5174.8,4,4,5,Champions,No,Two year
5419-CONWX,117,5,500.9,1,1,2,Hibernating,Yes,Month-to-month
5419-JKZNQ,25,31,2409.73,3,3,4,Needs Attention,No,Month-to-month
5419-JPRRN,160,3,310.94,1,1,2,Hibernating,Yes,Month-to-month
5419-KLXBN,84,27,2326.87,1,3,4,At Risk,Yes,Month-to-month
5423-BHIXO,32,33,1801.27,2,3,3,At Risk,No,Month-to-month
5424-RLQLC,8,12,707.49,5,2,2,Potential Loyalists,No,Month-to-month
5429-LWCMV,33,12,1078.03,2,2,3,Needs Attention,No,Month-to-month
5433-KYGHE,25,16,1369.73,3,2,3,Needs Attention,No,Month-to-month
5438-QMDDL,6,18,1074.06,5,2,3,Potential Loyalists,No,Month-to-month
5439-WIKXB,10,42,3928.64,5,4,4,Champions,No,Month-to-month
5440-FLBQG,173,69,7490.49,1,5,5,At Risk,Yes,Two year
5440-VHLUL,5,68,7198.51,5,5,5,Champions,No,One year
5442-BHQNG,12,1,64.91,4,1,1,Potential Loyalists,No,Month-to-month
5442-BXVND,23,34,833.43,3,3,2,Loyal Customers,No,Month-to-month
5442-PPTJY,24,13,255.39,3,2,1,Needs Attention,No,Two year
5442-UTCVD,79,3,275.52,1,1,1,Hibernating,Yes,Month-to-month
5442-XSDCW,142,11,865.59,1,2,2,Hibernating,Yes,Month-to-month
5443-SCMKX,11,57,5372.83,5,4,5,Champions,No,One year
5445-GLVOT,14,23,1138.83,4,3,3,Potential Loyalists,No,Month-to-month
5445-PZWGX,133,64,6570.81,1,5,5,At Risk,Yes,One year
5445-UTODQ,66,9,715.98,2,2,2,Hibernating,Yes,Month-to-month
5446-DKWYW,32,61,3971.97,2,5,4,At Risk,No,One year
5447-VYTKW,16,26,1404.75,4,3,3,Potential Loyalists,No,Month-to-month
5447-WZAFP,10,54,5417.27,5,4,5,Champions,No,One year
5448-VWNAM,18,19,1458.25,4,2,3,Potential Loyalists,No,Month-to-month
5449-FIBXJ,172,18,1844.05,1,2,3,Needs Attention,Yes,Month-to-month
5451-MHQOF,6,57,1380.71,5,4,3,Loyal Customers,No,One year
5451-YHYPW,20,74,8485.99,3,5,5,Needs Attention,No,Two year
5453-AXEPF,28,18,1438.16,2,2,3,Needs Attention,No,Month-to-month
5453-YBTWV,34,70,7057.87,2,5,5,At Risk,No,Two year
5456-ITGIC,22,74,4775.38,3,5,5,Needs Attention,No,Two year
5457-COLHT,28,71,5681.7,2,5,5,At Risk,No,Two year
5458-CQJTA,57,67,5022.29,2,5,5,At Risk,Yes,Two year
5461-QKNTN,12,43,4058.57,4,4,4,Champions,No,Month-to-month
5465-BUBFA,5,42,804.0699999999999,5,4,2,Loyal Customers,No,Two year
5468-BPMMO,4,47,926.76,5,4,2,Loyal Customers,No,Month-to-month
5469-CTCWN,90,62,6512.05,1,5,5,At Risk,Yes,One year
5469-NUJUR,24,19,382.51,3,2,2,Needs Attention,No,Two year
5472-CVMDX,6,68,2658.38,5,5,4,Champions,No,Two year
5473-KHBPS,17,54,5196.65,4,4,5,Champions,No,One year
5474-LAMUQ,24,25,501.14,3,3,2,Loyal Customers,No,One year
5478-JJVZK,32,34,2080.11,2,3,3,At Risk,No,Month-to-month
5480-HPRRX,117,2,50.81,1,1,1,Hibernating,Yes,Month-to-month
5480-TBGPH,102,26,2545.92,1,3,4,At Risk,Yes,Month-to-month
5480-XTFFL,19,33,692.18,4,3,2,Potential Loyalists,No,Two year
5481-NTDOH,16,67,7181.62,4,5,5,Champions,No,One year
5482-NUPNA,72,6,355.08,1,1,2,Hibernating,Yes,Month-to-month
5482-PLVPE,174,3,75.25,1,1,1,Hibernating,Yes,Month-to-month
5482-VXSXJ,23,22,2024.32,3,3,3,Loyal Customers,No,Month-to-month
5485-ITNPC,18,68,5892.78,4,5,5,Champions,No,Two year
5485-WUYWF,32,2,130.86,2,1,1,Hibernating,Yes,Month-to-month
5493-SDRDQ,114,3,164.41,1,1,1,Hibernating,Yes,Month-to-month
5494-HECPR,96,1,80.79,1,1,1,Hibernating,Yes,Month-to-month
5494-WOZRZ,6,71,5820.36,5,5,5,Champions,No,Two year
5495-GPSRW,10,21,408.55,5,3,2,Potential Loyalists,No,Two year
5498-IBWPI,21,66,3239.04,3,5,4,Needs Attention,No,One year
5498-TXHLF,117,34,2991.92,1,3,4,At Risk,Yes,Month-to-month
5499-ECUTN,28,47,3121.41,2,4,4,At Risk,No,One year
5501-TVMGM,14,2,108.64,4,1,1,Potential Loyalists,No,Month-to-month
5502-RLUYV,118,71,7393.33,1,5,5,At Risk,Yes,Month-to-month
5504-WSIUR,14,72,6511.29,4,5,5,Champions,No,One year
5505-OVWQW,8,19,385.16,5,2,2,Potential Loyalists,No,One year
5510-BOIUJ,88,1,19.85,1,1,1,Hibernating,Yes,Month-to-month
5512-IDZEI,12,46,1141.21,4,4,3,Loyal Customers,No,One year
5514-YQENT,18,42,4624.13,4,4,5,Champions,No,Two year
5515-AKOAJ,89,56,5618.12,1,4,5,At Risk,Yes,Month-to-month
5515-IDEJJ,81,2,38.879999999999995,1,1,1,Hibernating,Yes,Month-to-month
5515-RUGKN,19,7,366.57,4,2,2,Potential Loyalists,No,Month-to-month
5519-NPHVG,115,12,1136.12,1,2,3,Needs Attention,Yes,Month-to-month
5519-TEEUH,23,33,668.55,3,3,2,Loyal Customers,No,One year
5519-YLDGW,94,23,2420.14,1,3,4,At Risk,Yes,Month-to-month
5520-FVEWJ,116,14,1188.0900000000001,1,2,3,Needs Attention,Yes,Month-to-month
5522-JBWMO,20,1,45.55,3,1,1,Needs Attention,No,Month-to-month
5522-NYKPB,9,27,2316.93,5,3,4,Needs Attention,No,Month-to-month
5524-KHNJP,17,33,2456.27,4,3,4,Needs Attention,No,One year
5527-ACHSO,6,11,762.03,5,2,2,Potential Loyalists,No,Month-to-month
5529-GIBVH,8,46,938.36,5,4,2,Loyal Customers,No,Two year
5533-NHFRF,27,6,273.2,3,1,1,Needs Attention,No,Month-to-month
5533-RJFTJ,7,49,1486.76,5,4,3,Loyal Customers,No,Month-to-month
5536-RTPWK,118,50,4981.58,1,4,5,At Risk,Yes,Month-to-month
5536-SLHPM,99,56,4332.47,1,4,4,At Risk,Yes,Month-to-month
5537-UXXVS,4,21,403.95,5,3,2,Potential Loyalists,No,Month-to-month
5539-HIVAK,6,27,692.13,5,3,2,Potential Loyalists,No,Month-to-month
5539-TMZLF,87,1,71.02,1,1,1,Hibernating,Yes,Month-to-month
5542-DHSXL,21,4,218.7,3,1,1,Needs Attention,No,Month-to-month
5542-NKVRU,12,42,875.23,4,4,2,Loyal Customers,No,Two year
5542-TBBWB,15,2,140.14,4,1,1,Potential Loyalists,No,Month-to-month
5543-QDCRY,14,3,165.95999999999998,4,1,1,Potential Loyalists,No,Month-to-month
5546-BYZSM,20,43,880.18,3,4,2,Loyal Customers,No,Month-to-month
5546-QUERU,4,13,261.21000000000004,5,2,1,Potential Loyalists,No,One year
5549-ZGHFB,8,52,1303.15,5,4,3,Loyal Customers,No,Two year
5550-VFRLC,121,1,73.96,1,1,1,Hibernating,Yes,Month-to-month
5552-ZNFSJ,180,3,130.21,1,1,1,Hibernating,Yes,Month-to-month
5553-AOINX,30,68,7172.32,2,5,5,At Risk,No,One year
5555-RNPGT,14,9,221.51,4,2,1,Potential Loyalists,No,Month-to-month
5561-NWEVX,104,2,156.0,1,1,1,Hibernating,Yes,Month-to-month
5562-BETPV,17,3,56.879999999999995,4,1,1,Potential Loyalists,No,One year
5562-YJQGT,7,3,59.17,5,1,1,Potential Loyalists,No,Month-to-month
5564-NEMQO,129,1,71.64,1,1,1,Hibernating,Yes,Month-to-month
5565-FILXA,177,16,1584.15,1,2,3,Needs Attention,Yes,Month-to-month
5566-SOEZD,8,26,2121.22,5,3,4,Needs Attention,No,One year
5567-GZKQY,13,60,1217.97,4,4,3,Loyal Customers,No,Two year
5567-WSELE,80,4,379.1,1,1,2,Hibernating,Yes,Month-to-month
5568-DMXZS,27,8,540.9,3,2,2,Needs Attention,No,Month-to-month
5569-IDSEY,31,73,7785.88,2,5,5,At Risk,No,One year
5569-KGJHX,133,8,692.5699999999999,1,2,2,Hibernating,Yes,Month-to-month
5569-OUICF,164,29,2965.1,1,3,4,At Risk,Yes,Month-to-month
5570-PTWEH,63,4,296.47,2,1,2,Hibernating,Yes,Month-to-month
5572-ZDXHY,118,21,1771.23,1,3,3,At Risk,Yes,Month-to-month
5574-NXZIU,24,64,6895.11,3,5,5,Needs Attention,No,Two year
5575-GNVDE,15,36,2031.79,4,3,3,Potential Loyalists,No,One year
5575-TPIZQ,27,47,4175.94,3,4,4,Needs Attention,No,Month-to-month
5577-OTWWW,157,16,321.48,1,2,2,Hibernating,Yes,Month-to-month
5578-NKCXI,23,60,5955.86,3,4,5,Needs Attention,No,One year
5583-EJXRD,6,43,2288.51,5,4,4,Champions,No,Two year
5583-SXDAG,106,1,66.71,1,1,1,Hibernating,Yes,Month-to-month
5590-BYNII,103,22,2224.54,1,3,4,At Risk,Yes,Month-to-month
5590-YRFJT,75,19,462.66,1,2,2,Hibernating,Yes,Month-to-month
5590-ZSKRV,6,10,531.63,5,2,2,Potential Loyalists,No,Month-to-month
5593-SUAOO,16,23,1914.72,4,3,3,Potential Loyalists,No,One year
5597-GLBUC,41,2,161.76999999999998,2,1,1,Hibernating,Yes,Month-to-month
5598-IKHQQ,34,72,1818.56,2,5,3,At Risk,No,Two year
5599-HVLTW,30,14,1136.18,2,2,3,Needs Attention,No,Month-to-month
5600-KTXFM,35,2,145.55,2,1,1,Hibernating,No,Month-to-month
5600-PDUJF,23,6,293.74,3,1,1,Needs Attention,No,Month-to-month
5602-BVFMK,26,14,266.32,3,2,1,Needs Attention,No,One year
5605-IYGFG,5,6,417.62,5,1,2,Potential Loyalists,No,Month-to-month
5605-XNWEN,31,74,1853.91,2,5,3,At Risk,No,Two year
5606-AMZBO,19,11,861.84,4,2,2,Potential Loyalists,No,Month-to-month
5609-CEBID,68,22,2091.93,2,3,4,At Risk,Yes,Month-to-month
5609-IMCGG,25,15,1258.84,3,2,3,Needs Attention,No,Month-to-month
5614-DNZCE,12,60,3870.33,4,4,4,Champions,No,Two year
5616-PRTNT,58,21,403.52,2,3,2,Needs Attention,Yes,Month-to-month
5619-PTMIK,15,46,2438.85,4,4,4,Champions,No,Month-to-month
5619-XZZKR,28,4,81.41,2,1,1,Hibernating,No,One year
5622-UEJFI,6,37,939.81,5,3,2,Potential Loyalists,No,Two year
5624-BQSSA,158,3,61.56,1,1,1,Hibernating,Yes,Month-to-month
5624-RYAMH,20,10,194.73,3,2,1,Needs Attention,No,Month-to-month
5626-MGTUK,17,22,1976.27,4,3,3,Potential Loyalists,No,Month-to-month
5627-TVBPP,9,34,675.14,5,3,2,Potential Loyalists,No,One year
5628-FCGYG,3,22,1813.37,5,3,3,Potential Loyalists,No,Month-to-month
5628-RKIFK,21,49,5003.84,3,4,5,Needs Attention,No,Month-to-month
5630-AHZIL,26,5,320.36,3,1,2,Needs Attention,No,Month-to-month
5630-IXDXV,29,47,4996.68,2,4,5,At Risk,No,Month-to-month
5639-NTUPK,21,14,734.68,3,2,2,Needs Attention,No,Month-to-month
5640-CAXOA,3,32,1295.29,5,3,3,Potential Loyalists,No,One year
5641-DMBFJ,9,58,4862.52,5,4,5,Champions,No,Two year
5642-MHDQT,33,54,1057.58,2,4,3,At Risk,No,One year
5644-PDMZC,66,3,279.34,2,1,1,Hibernating,Yes,Month-to-month
5647-FXOTP,4,60,6370.91,5,4,5,Champions,No,Month-to-month
5647-URDKA,23,10,191.41,3,2,1,Needs Attention,No,Two year
5649-ANRML,85,4,390.0,1,1,2,Hibernating,Yes,Month-to-month
5649-RXQTV,29,52,5094.14,2,4,5,At Risk,No,Month-to-month
5649-TJHOV,79,29,1066.28,1,3,3,At Risk,Yes,Month-to-month
5649-VUKMC,113,13,1224.25,1,2,3,Needs Attention,Yes,One year
5650-VDUDS,123,5,117.81,1,1,1,Hibernating,Yes,Month-to-month
5650-YLIBA,35,30,2415.48,2,3,4,At Risk,No,Month-to-month
5651-CPDND,5,12,542.36,5,2,2,Potential Loyalists,No,Month-to-month
5651-CRHKQ,30,43,3679.07,2,4,4,At Risk,No,One year
5651-WYIPH,30,18,901.08,2,2,2,Hibernating,No,Month-to-month
5651-YLPRD,33,31,2693.99,2,3,4,At Risk,No,Month-to-month
5652-MSDEY,17,12,895.81,4,2,2,Potential Loyalists,No,Month-to-month
5655-JSMZM,45,50,4826.1,2,4,5,At Risk,Yes,Month-to-month
5656-JAMLX,19,62,1225.18,4,5,3,Loyal Customers,No,Two year
5656-MJEFC,27,41,1957.63,3,4,3,Loyal Customers,No,Two year
5663-QBGIS,18,72,7157.66,4,5,5,Champions,No,Two year
5666-CYCYZ,22,25,2227.65,3,3,4,Needs Attention,No,Month-to-month
5666-MBJPT,24,65,1642.36,3,5,3,Loyal Customers,No,Two year
5668-MEISB,24,73,7761.2300000000005,3,5,5,Needs Attention,No,Two year
5669-SRAIP,147,7,278.81,1,2,1,Hibernating,Yes,Month-to-month
5671-RQRLP,3,69,5151.35,5,5,5,Champions,No,Two year
5671-UUNXD,14,51,5108.46,4,4,5,Champions,No,One year
5673-FSSMF,176,1,58.68,1,1,1,Hibernating,Yes,Month-to-month
5673-TIYIB,61,1,43.69,2,1,1,Hibernating,Yes,Month-to-month
5676-CFLYY,25,73,5373.52,3,5,5,Needs Attention,No,Two year
5678-VFNEQ,31,71,7340.51,2,5,5,At Risk,No,One year
5680-LQOGP,35,70,5810.96,2,5,5,At Risk,No,Two year
5681-LLOEI,34,42,3870.49,2,4,4,At Risk,No,One year
5684-FJVYR,19,73,6632.61,4,5,5,Champions,No,Two year
5685-IIXLY,146,4,335.42,1,1,2,Hibernating,Yes,Month-to-month
5686-CMAWK,18,16,1370.54,4,2,3,Potential Loyalists,No,One year
5687-DKDTV,79,3,60.83,1,1,1,Hibernating,Yes,Month-to-month
5688-KZTSN,143,16,320.49,1,2,2,Hibernating,Yes,Month-to-month
5692-FPTAH,123,1,46.79,1,1,1,Hibernating,Yes,Month-to-month
5692-ICXLW,14,32,2904.74,4,3,4,Needs Attention,No,Month-to-month
5693-PIPCS,13,43,4217.42,4,4,4,Champions,No,Two year
5696-CEIQJ,19,67,6903.1,4,5,5,Champions,No,Two year
5696-EXCYS,20,18,351.76,3,2,2,Needs Attention,No,Two year
5696-JVVQY,19,49,3457.07,4,4,4,Champions,No,Two year
5696-QURRL,32,2,89.42,2,1,1,Hibernating,Yes,Month-to-month
5697-GOMBF,6,28,987.22,5,3,3,Potential Loyalists,No,Month-to-month
5698-BQJOH,161,9,817.55,1,2,2,Hibernating,Yes,Month-to-month
5699-BNCAS,7,70,1729.94,5,5,3,Loyal Customers,No,Two year
5701-GUXDC,19,26,936.3100000000001,4,3,2,Potential Loyalists,No,One year
5701-SVCWR,15,1,24.29,4,1,1,Potential Loyalists,No,Month-to-month
5701-YVSVF,17,10,805.25,4,2,2,Potential Loyalists,No,Month-to-month
5701-ZIKJE,32,14,715.93,2,2,2,Hibernating,No,Month-to-month
5702-KVQRD,17,70,5784.45,4,5,5,Champions,No,Two year
5702-SKUOB,31,6,112.61,2,1,1,Hibernating,No,Month-to-month
5707-ORNDZ,64,11,585.9,2,2,2,Hibernating,Yes,Month-to-month
5707-ZMDJP,16,54,3704.89,4,4,4,Champions,No,Two year
5708-EVONK,145,57,5273.07,1,4,5,At Risk,Yes,Month-to-month
5709-LVOEQ,24,1,80.78,3,1,1,Needs Attention,No,Two year
5712-AHQNN,23,45,4078.6,3,4,4,Needs Attention,No,Month-to-month
5712-PTIWW,162,2,164.15,1,1,1,Hibernating,Yes,Month-to-month
5712-VBOXD,18,3,60.879999999999995,4,1,1,Potential Loyalists,No,Month-to-month
5716-EZXZN,20,66,6568.67,3,5,5,Needs Attention,No,Two year
5716-LIBJC,13,14,1464.52,4,2,3,Potential Loyalists,No,One year
5724-BIDBU,28,48,2632.2,2,4,4,At Risk,No,One year
5726-CVNYA,30,10,197.61,2,2,1,Hibernating,No,Two year
5727-MYATE,11,72,6513.6,5,5,5,Champions,No,Two year
5729-KLZAR,174,6,480.46,1,1,2,Hibernating,Yes,Month-to-month
5730-DBDSI,9,66,1301.54,5,5,3,Loyal Customers,No,Two year
5730-RIITO,12,42,1382.3,4,4,3,Loyal Customers,No,Month-to-month
5732-IKGQH,31,53,5561.04,2,4,5,At Risk,No,One year
5734-EJKXG,32,61,7271.65,2,5,5,At Risk,No,One year
5736-YEJAX,12,70,5541.03,4,5,5,Champions,No,Two year
5740-YHGTW,10,69,6774.18,5,5,5,Champions,No,Month-to-month
5743-KHMNA,25,70,1788.73,3,5,3,Loyal Customers,No,Two year
5747-PMBSQ,53,12,1125.95,2,2,3,Needs Attention,Yes,Month-to-month
5748-RNCJT,69,70,7506.82,1,5,5,At Risk,Yes,Two year
5751-USDBL,5,48,3899.13,5,4,4,Champions,No,Two year
5753-QQWPW,20,27,1610.19,3,3,3,Loyal Customers,No,One year
5756-JYOJT,29,12,773.69,2,2,2,Hibernating,No,One year
5756-OZRIO,16,61,3910.74,4,5,4,Champions,No,One year
5759-RCVCB,141,4,134.93,1,1,1,Hibernating,Yes,Month-to-month
5760-FXFVO,7,8,633.23,5,2,2,Potential Loyalists,No,Month-to-month
5760-IFJOZ,12,4,435.96999999999997,4,1,2,Potential Loyalists,No,Month-to-month
5760-WRAHC,26,21,1463.21,3,3,3,Loyal Customers,No,Month-to-month
5762-TJXGK,26,53,3125.34,3,4,4,Needs Attention,No,Two year
5766-FTRTS,26,73,6203.66,3,5,5,Needs Attention,No,Two year
5766-XQXMQ,80,31,2146.59,1,3,4,At Risk,Yes,Month-to-month
